datetime,topic,title,url,image_url,language,score
2020-03-09 02:44:49,sport,Cleveland Cavaliers match last season’s win total with 132-129 overtime victory against San Antonio Spurs,https://www.cleveland.com/cavs/2020/03/cleveland-cavaliers-match-last-seasons-win-total-with-132-129-overtime-victory-against-san-antonio-spurs.html,https://www.cleveland.com/resizer/5KVoMn0H86VekwOU8euZuFDSeMs=/1280x0/smart/arc-anglerfish-arc2-prod-advancelocal.s3.amazonaws.com/public/46KBA5UQ6BAKTF44OM3MX5MBNU.JPG,en,0.5859
2020-03-09 00:00:00,health,Avon schools on e-learning day Monday after student tested positive for COVID-19,https://www.wthr.com/article/avon-schools-e-learning-day-monday-after-elementary-student-tested-positive-coronavirus,https://www.wthr.com/sites/default/files/styles/article_image/public/2020/03/09/education_hickory_elementary_school_daytime_wthr_rich_van_wyk_web.jpg?itok=LOQfw9ww,en,0.5574
2020-03-08 20:32:06,health,FDA approves Northwell Health Labs in Lake Success for COVID-19 tests,https://www.newsday.com/news/health/coronavirus-tests-northwell-health-labs-1.42631948,https://cdn.newsday.com/polopoly_fs/1.42631949.1583717597!/httpImage/image.jpg_gen/derivatives/landscape_1280/image.jpg,en,0.7506
2020-03-08 22:58:43,health,Coronavirus case in Rockingham County one of 2 more in NH,https://www.fosters.com/news/20200308/coronavirus-case-in-rockingham-county-one-of-2-more-in-nh,https://www.fosters.com/storyimage/FD/20200308/NEWS/200309660/AR/0/AR-200309660.jpg,en,0.6383
2020-03-09 00:00:00,health,Biogen Issues Work-from-Home Order Following More Positive COVID-19 Tests,https://www.biospace.com/article/more-biogen-employees-test-positive-for-coronavirus-company-issues-remote-work-order/,https://www.biospace.com/getasset/98807dc1-de75-4ff9-ab07-7252ee244c84/;w=625;h=350,en,0.5984
2020-03-08 11:55:00,health,"Town of Rochester man tests positive for coronavirus, is recovering, Ulster County executive says",https://www.dailyfreeman.com/news/local-news/town-of-rochester-man-tests-positive-for-coronavirus-is-recovering/article_01a10ec6-6154-11ea-a0d2-df2695a8720d.html,https://bloximages.chicago2.vip.townnews.com/dailyfreeman.com/content/tncms/assets/v3/editorial/5/be/5be4a59e-6179-11ea-9167-c725637930a9/5e65528cd1af9.image.jpg?crop=1387%2C782%2C53%2C3&resize=1117%2C630&order=crop%2Cresize,en,0.5574
2020-03-09 13:29:11,health,Indiana elementary school closed for 2 weeks after student tests positive for coronavirus,https://www.wavy.com/news/health/coronavirus/indiana-elementary-school-closed-for-2-weeks-after-student-tests-positive-for-coronavirus/,https://www.wavy.com/wp-content/uploads/sites/3/2020/03/Coronavirus-COVID-19-AP_GB.jpg?w=1280&h=720&crop=1,en,0.5574
2020-03-08 16:54:00,health,Hillsboro middle school student tests positive for COVID-19; district not closing school,https://www.kptv.com/news/hillsboro-middle-school-student-tests-positive-for-covid--district/article_29350e3a-6198-11ea-ae6f-77377d294650.html,https://bloximages.newyork1.vip.townnews.com/kptv.com/content/tncms/assets/v3/editorial/8/86/8860ea54-61c6-11ea-a1e0-97cef3cfce4a/5e65d39b45256.image.jpg?resize=1120%2C630,en,0.5574
2020-03-09 12:02:56,health,"Collin County Man Tests 'Presumptive Positive' for Coronavirus, Health Officials Confirm",https://www.nbcdfw.com/news/coronavirus/collin-county-man-tests-presumptive-positive-for-coronavirus-officials/2327049/,https://media.nbcdfw.com/2019/09/TLMD-coronavirus-CDC.jpg?resize=850%2C478,en,0.5574
2020-03-09 08:28:00,health,Indiana coronavirus case closes school district for 1 month; 4th person tests positive,https://www.nwitimes.com/news/local/govt-and-politics/indiana-coronavirus-case-closes-school-district-for-month-th-person/article_223d25c9-3ec7-52c8-aba5-4335c984cee6.html,https://bloximages.chicago2.vip.townnews.com/nwitimes.com/content/tncms/assets/v3/editorial/f/45/f45b02f6-272c-5883-9783-fed3c68578c3/5e33277780291.image.jpg?crop=1900%2C1069%2C18%2C0&resize=1120%2C630&order=crop%2Cresize,en,0.5574
2020-03-07 10:29:58,health,"5 confirmed cases of coronavirus, 6 presumptive positive tests in Georgia",https://www.fox5atlanta.com/news/5-confirmed-cases-of-coronavirus-confirmed-two-presumptive-postive-tests-in-georgia,https://images.foxtv.com/static.fox5atlanta.com/www.fox5atlanta.com/content/uploads/2020/03/724/407/covid-19.jpg?ve=1&tl=1,en,0.5574
2020-03-09 20:54:52,health,'Student and staff safety is our top priority': Frisco ISD issues statement after resident tests 'presumptive positive' for COVID-19,https://www.wfaa.com/article/news/health/coronavirus/frisco-isd-issues-statement-after-resident-tests-presumptive-positive-for-covid-19/287-e43c152d-50c3-4430-b917-900cafb037ad,https://media.wfaa.com/assets/WFAA/images/defe743a-eacf-469b-bd63-14bad396b160/defe743a-eacf-469b-bd63-14bad396b160_1140x641.jpg,en,0.802
2020-03-08 14:30:00,health,Department of Health reporting one positive case of COVID-19 in Spokane County,https://www.khq.com/coronavirus/department-of-health-reporting-one-positive-case-of-covid-/article_147ae76c-6184-11ea-bf5a-0f40d066dbcd.html,https://bloximages.newyork1.vip.townnews.com/khq.com/content/tncms/assets/v3/editorial/7/7c/77c92696-5caf-11ea-9841-2fd3f9b26905/5e5d496497b20.image.jpg?crop=480%2C360%2C80%2C0&resize=480%2C360&order=crop%2Cresize,en,0.5574
2020-03-08 13:02:45,health,Wilton Man Marks First Presumptive Positive Case of Coronavirus in Conn.,https://www.nbcconnecticut.com/news/local/wilton-man-marks-first-presumptive-positive-case-of-coronavirus-in-conn/2234798/,https://media.nbcconnecticut.com/2019/09/danbury-hospital-1.jpg?resize=1200%2C675,en,0.5574
2020-03-08 17:10:00,health,Two more 'presumptive positive' cases of coronavirus COVID-19 confirmed in New Jersey,https://www.pressofatlanticcity.com/news/local/two-more-presumptive-positive-cases-of-coronavirus-covid--confirmed/article_5dc51b28-856e-582e-9b3a-857e70ddd781.html,https://bloximages.chicago2.vip.townnews.com/pressofatlanticcity.com/content/tncms/assets/v3/editorial/d/bc/dbc84c70-3d3c-5303-b8aa-cd0f49e386e7/5e5d73da37440.image.jpg?crop=823%2C463%2C8%2C0&resize=823%2C463&order=crop%2Cresize,en,0.5965
